Preserve,Year,Month,Day,Start.Time,Plot,Species.Code,Julian.Date,Veg.Survey,Bison,Fire,Count_ID_Year,Observer,Region.Label,Count,Sample.ID,distbegin,distend,Effort,TSS,Obs
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,EUST,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,NOBO,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,75,100,6,93,T
Kankakee,2020,8,8,640,K56,FISP,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,FISP,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,75,100,6,93,T
Kankakee,2020,8,8,640,K56,EAME,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,75,100,6,93,T
Kankakee,2020,8,8,640,K56,HESP,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,0,50,6,93,T
Kankakee,2020,8,8,640,K56,HESP,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,0,50,6,93,T
Kankakee,2020,8,8,640,K56,HESP,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,75,100,6,93,T
Kankakee,2020,8,8,640,K56,HESP,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,75,100,6,93,T
Kankakee,2020,8,8,640,K56,HESP,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,75,100,6,93,T
Kankakee,2020,8,8,640,K56,DICK,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,50,75,6,93,T
Kankakee,2020,8,8,640,K56,DICK,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,75,100,6,93,T
Kankakee,2020,8,8,640,K56,AMRO,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,75,100,6,93,T
Kankakee,2020,8,8,640,K56,COYE,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,0,50,6,93,T
Kankakee,2020,8,8,640,K56,COYE,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,75,100,6,93,T
Kankakee,2020,8,8,640,K56,GRSP,221,3,1,0,K56_6_2020,T,K56.2020,K56,6,75,100,6,93,T
Kankakee,2020,8,8,651,K34,COYE,221,3,1,0,K34_6_2020,T,K34.2020,K34,6,50,75,6,104,T
Kankakee,2020,8,8,651,K34,SOSP,221,3,1,0,K34_6_2020,T,K34.2020,K34,6,75,100,6,104,T
Kankakee,2020,8,8,651,K34,NOBO,221,3,1,0,K34_6_2020,T,K34.2020,K34,6,75,100,6,104,T
Kankakee,2020,8,8,651,K34,SEWR,221,3,1,0,K34_6_2020,T,K34.2020,K34,6,0,50,6,104,T
Kankakee,2020,8,8,651,K34,SEWR,221,3,1,0,K34_6_2020,T,K34.2020,K34,6,75,100,6,104,T
Kankakee,2020,8,8,651,K34,AMGO,221,3,1,0,K34_6_2020,T,K34.2020,K34,6,75,100,6,104,T
Kankakee,2020,8,8,651,K34,YEWA,221,3,1,0,K34_6_2020,T,K34.2020,K34,6,75,100,6,104,T
Kankakee,2020,8,8,651,K34,DICK,221,3,1,0,K34_6_2020,T,K34.2020,K34,6,50,75,6,104,T
Kankakee,2020,8,8,651,K34,DICK,221,3,1,0,K34_6_2020,T,K34.2020,K34,6,75,100,6,104,T
Kankakee,2020,8,8,651,K34,DICK,221,3,1,0,K34_6_2020,T,K34.2020,K34,6,75,100,6,104,T
Kankakee,2020,8,8,651,K34,HESP,221,3,1,0,K34_6_2020,T,K34.2020,K34,6,50,75,6,104,T
Kankakee,2020,8,8,651,K34,HESP,221,3,1,0,K34_6_2020,T,K34.2020,K34,6,75,100,6,104,T
Kankakee,2020,8,8,651,K34,EAME,221,3,1,0,K34_6_2020,T,K34.2020,K34,6,0,50,6,104,T
Kankakee,2020,8,8,700,K24,SEWR,221,3,1,0,K24_6_2020,T,K24.2020,K24,6,0,50,6,153,T
Kankakee,2020,8,8,700,K24,SEWR,221,3,1,0,K24_6_2020,T,K24.2020,K24,6,0,50,6,153,T
Kankakee,2020,8,8,700,K24,SEWR,221,3,1,0,K24_6_2020,T,K24.2020,K24,6,75,100,6,153,T
Kankakee,2020,8,8,700,K24,COYE,221,3,1,0,K24_6_2020,T,K24.2020,K24,6,0,50,6,153,T
Kankakee,2020,8,8,700,K24,COYE,221,3,1,0,K24_6_2020,T,K24.2020,K24,6,50,75,6,153,T
Kankakee,2020,8,8,700,K24,OROR,221,3,1,0,K24_6_2020,T,K24.2020,K24,6,75,100,6,153,T
Kankakee,2020,8,8,700,K24,NOBO,221,3,1,0,K24_6_2020,T,K24.2020,K24,6,50,75,6,153,T
Kankakee,2020,8,8,700,K24,DICK,221,3,1,0,K24_6_2020,T,K24.2020,K24,6,0,50,6,153,T
Kankakee,2020,8,8,700,K24,DICK,221,3,1,0,K24_6_2020,T,K24.2020,K24,6,75,100,6,153,T
Kankakee,2020,8,8,700,K24,AMGO,221,3,1,0,K24_6_2020,T,K24.2020,K24,6,75,100,6,153,T
Kankakee,2020,8,8,700,K24,HESP,221,3,1,0,K24_6_2020,T,K24.2020,K24,6,50,75,6,153,T
Kankakee,2020,8,8,700,K24,HESP,221,3,1,0,K24_6_2020,T,K24.2020,K24,6,75,100,6,153,T
Kankakee,2020,8,8,700,K24,SOSP,221,3,1,0,K24_6_2020,T,K24.2020,K24,6,75,100,6,153,T
Kankakee,2020,8,8,700,K24,EAME,221,3,1,0,K24_6_2020,T,K24.2020,K24,6,50,75,6,153,T
Kankakee,2020,8,8,711,K2,AMGO,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,75,100,6,164,T
Kankakee,2020,8,8,711,K2,FISP,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,50,75,6,164,T
Kankakee,2020,8,8,711,K2,RWBL,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,75,100,6,164,T
Kankakee,2020,8,8,711,K2,COYE,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,50,75,6,164,T
Kankakee,2020,8,8,711,K2,SOSP,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,0,50,6,164,T
Kankakee,2020,8,8,711,K2,SOSP,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,0,50,6,164,T
Kankakee,2020,8,8,711,K2,SOSP,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,50,75,6,164,T
Kankakee,2020,8,8,711,K2,SOSP,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,75,100,6,164,T
Kankakee,2020,8,8,711,K2,INBU,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,50,75,6,164,T
Kankakee,2020,8,8,711,K2,DICK,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,0,50,6,164,T
Kankakee,2020,8,8,711,K2,DICK,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,0,50,6,164,T
Kankakee,2020,8,8,711,K2,DICK,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,50,75,6,164,T
Kankakee,2020,8,8,711,K2,DICK,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,75,100,6,164,T
Kankakee,2020,8,8,711,K2,HESP,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,0,50,6,164,T
Kankakee,2020,8,8,711,K2,SEWR,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,75,100,6,164,T
Kankakee,2020,8,8,711,K2,HOWR,221,3,1,0,K2_6_2020,T,K2.2020,K2,6,50,75,6,164,T
Kankakee,2020,8,8,822,K47,DICK,221,3,1,0,K47_6_2020,T,K47.2020,K47,6,0,50,6,275,T
Kankakee,2020,8,8,822,K47,DICK,221,3,1,0,K47_6_2020,T,K47.2020,K47,6,75,100,6,275,T
Kankakee,2020,8,8,822,K47,DICK,221,3,1,0,K47_6_2020,T,K47.2020,K47,6,75,100,6,275,T
Kankakee,2020,8,8,822,K47,FISP,221,3,1,0,K47_6_2020,T,K47.2020,K47,6,75,100,6,275,T
Kankakee,2020,8,8,822,K47,EAME,221,3,1,0,K47_6_2020,T,K47.2020,K47,6,75,100,6,275,T
Kankakee,2020,8,8,822,K47,SEWR,221,3,1,0,K47_6_2020,T,K47.2020,K47,6,50,75,6,275,T
Kankakee,2020,8,8,822,K47,HESP,221,3,1,0,K47_6_2020,T,K47.2020,K47,6,0,50,6,275,T
Kankakee,2020,8,8,822,K47,HESP,221,3,1,0,K47_6_2020,T,K47.2020,K47,6,75,100,6,275,T
Kankakee,2020,8,8,822,K47,HESP,221,3,1,0,K47_6_2020,T,K47.2020,K47,6,75,100,6,275,T
Kankakee,2021,5,24,728,K51,RWBL,144,1,0,0,K51_1_2021,A-N,K51.2021,K51,1,75,100,6,209,A-N
Kankakee,2021,5,24,728,K51,RWBL,144,1,0,0,K51_1_2021,A-N,K51.2021,K51,1,75,100,6,209,A-N
Kankakee,2021,5,24,842,KF3,DICK,144,1,0,1,KF3_1_2021,A-N,KF3.2021,KF3,1,0,50,6,323,A-N
Kankakee,2021,5,24,750,K52,DICK,144,1,0,0,K52_1_2021,A-N-T,K52.2021,K52,1,75,100,6,231,A-N-T
Kankakee,2021,5,24,750,K52,COYE,144,1,0,0,K52_1_2021,A-N-T,K52.2021,K52,1,75,100,6,231,A-N-T
Kankakee,2021,5,24,750,K52,HESP,144,1,0,0,K52_1_2021,A-N-T,K52.2021,K52,1,0,50,6,231,A-N-T
Kankakee,2021,5,24,728,K51,GRSP,144,1,0,0,K51_1_2021,A-N,K51.2021,K51,1,75,100,6,209,A-N
Kankakee,2021,5,24,728,K51,RWBL,144,1,0,0,K51_1_2021,A-N,K51.2021,K51,1,50,75,6,209,A-N
Kankakee,2021,5,24,728,K51,HESP,144,1,0,0,K51_1_2021,A-N,K51.2021,K51,1,50,75,6,209,A-N
Kankakee,2021,5,24,750,K52,EAME,144,1,0,0,K52_1_2021,A-N-T,K52.2021,K52,1,75,100,6,231,A-N-T
Kankakee,2021,5,24,750,K52,RWBL,144,1,0,0,K52_1_2021,A-N-T,K52.2021,K52,1,75,100,6,231,A-N-T
Kankakee,2021,5,24,842,KF3,COYE,144,1,0,1,KF3_1_2021,A-N,KF3.2021,KF3,1,75,100,6,323,A-N
Kankakee,2021,5,24,842,KF3,DICK,144,1,0,1,KF3_1_2021,A-N,KF3.2021,KF3,1,0,50,6,323,A-N
Kankakee,2021,5,24,750,K52,RWBL,144,1,0,0,K52_1_2021,A-N-T,K52.2021,K52,1,0,50,6,231,A-N-T
Kankakee,2021,5,24,750,K52,BHCO,144,1,0,0,K52_1_2021,A-N-T,K52.2021,K52,1,75,100,6,231,A-N-T
Kankakee,2021,5,24,750,K52,BHCO,144,1,0,0,K52_1_2021,A-N-T,K52.2021,K52,1,75,100,6,231,A-N-T
Kankakee,2021,5,24,926,KF2,SOSP,144,1,0,1,KF2_1_2021,A-N,KF2.2021,KF2,1,75,100,7,407,A-N
Kankakee,2021,5,24,842,KF3,DICK,144,1,0,1,KF3_1_2021,A-N,KF3.2021,KF3,1,50,75,6,323,A-N
Kankakee,2021,5,24,750,K52,HESP,144,1,0,0,K52_1_2021,A-N-T,K52.2021,K52,1,0,50,6,231,A-N-T
Kankakee,2021,5,24,750,K52,RWBL,144,1,0,0,K52_1_2021,A-N-T,K52.2021,K52,1,75,100,6,231,A-N-T
Kankakee,2021,5,24,842,KF3,BOBO,144,1,0,1,KF3_1_2021,A-N,KF3.2021,KF3,1,0,50,6,323,A-N
Kankakee,2021,5,24,750,K52,RNPH,144,1,0,0,K52_1_2021,A-N-T,K52.2021,K52,1,75,100,6,231,A-N-T
Kankakee,2021,5,24,842,KF3,DICK,144,1,0,1,KF3_1_2021,A-N,KF3.2021,KF3,1,75,100,6,323,A-N
Kankakee,2021,5,24,728,K51,COYE,144,1,0,0,K51_1_2021,A-N,K51.2021,K51,1,75,100,6,209,A-N
Kankakee,2021,5,24,728,K51,COYE,144,1,0,0,K51_1_2021,A-N,K51.2021,K51,1,0,50,6,209,A-N
Kankakee,2021,5,24,842,KF3,WEME,144,1,0,1,KF3_1_2021,A-N,KF3.2021,KF3,1,50,75,6,323,A-N
Kankakee,2021,5,24,842,KF3,SOSP,144,1,0,1,KF3_1_2021,A-N,KF3.2021,KF3,1,50,75,6,323,A-N
Kankakee,2021,5,24,750,K52,SOSP,144,1,0,0,K52_1_2021,A-N-T,K52.2021,K52,1,0,50,6,231,A-N-T
Kankakee,2021,5,24,750,K52,BHCO,144,1,0,0,K52_1_2021,A-N-T,K52.2021,K52,1,75,100,6,231,A-N-T
Kankakee,2021,5,24,926,KF2,DICK,144,1,0,1,KF2_1_2021,A-N,KF2.2021,KF2,1,75,100,7,407,A-N
Kankakee,2021,5,24,926,KF2,COYE,144,1,0,1,KF2_1_2021,A-N,KF2.2021,KF2,1,75,100,7,407,A-N
Kankakee,2021,5,24,842,KF3,DICK,144,1,0,1,KF3_1_2021,A-N,KF3.2021,KF3,1,75,100,6,323,A-N
Kankakee,2021,5,24,728,K51,DICK,144,1,0,0,K51_1_2021,A-N,K51.2021,K51,1,0,50,6,209,A-N
Kankakee,2021,5,24,728,K51,EAME,144,1,0,0,K51_1_2021,A-N,K51.2021,K51,1,50,75,6,209,A-N
Kankakee,2021,5,24,842,KF3,RWBL,144,1,0,1,KF3_1_2021,A-N,KF3.2021,KF3,1,75,100,6,323,A-N
Kankakee,2021,5,24,842,KF3,DICK,144,1,0,1,KF3_1_2021,A-N,KF3.2021,KF3,1,75,100,6,323,A-N
Kankakee,2021,5,24,728,K51,DICK,144,1,0,0,K51_1_2021,A-N,K51.2021,K51,1,50,75,6,209,A-N
Kankakee,2021,5,25,826,K23,RWBL,145,1,1,1,K23_1_2021,A-N,K23.2021,K23,1,50,75,6,307,A-N
Kankakee,2021,5,25,739,K2,DICK,145,1,1,1,K2_1_2021,A-N,K2.2021,K2,1,0,50,6,220,A-N
Kankakee,2021,5,25,655,K56,RWBL,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,50,75,6,136,A-N
Kankakee,2021,5,25,623,K47,COYE,145,1,1,0,K47_1_2021,A-N,K47.2021,K47,1,0,50,6,104,A-N
Kankakee,2021,5,25,639,K57,DICK,145,1,1,0,K57_1_2021,A-N,K57.2021,K57,1,0,50,6,120,A-N
Kankakee,2021,5,25,844,K24,COYE,145,1,1,1,K24_1_2021,A-N,K24.2021,K24,1,75,100,6,325,A-N
Kankakee,2021,5,25,739,K2,DICK,145,1,1,1,K2_1_2021,A-N,K2.2021,K2,1,0,50,6,220,A-N
Kankakee,2021,5,25,623,K47,FISP,145,1,1,0,K47_1_2021,A-N,K47.2021,K47,1,0,50,6,104,A-N
Kankakee,2021,5,25,623,K47,HESP,145,1,1,0,K47_1_2021,A-N,K47.2021,K47,1,0,50,6,104,A-N
Kankakee,2021,5,25,623,K47,RWBL,145,1,1,0,K47_1_2021,A-N,K47.2021,K47,1,0,50,6,104,A-N
Kankakee,2021,5,25,826,K23,RWBL,145,1,1,1,K23_1_2021,A-N,K23.2021,K23,1,50,75,6,307,A-N
Kankakee,2021,5,25,826,K23,DICK,145,1,1,1,K23_1_2021,A-N,K23.2021,K23,1,75,100,6,307,A-N
Kankakee,2021,5,25,826,K23,RWBL,145,1,1,1,K23_1_2021,A-N,K23.2021,K23,1,75,100,6,307,A-N
Kankakee,2021,5,25,623,K47,RWBL,145,1,1,0,K47_1_2021,A-N,K47.2021,K47,1,0,50,6,104,A-N
Kankakee,2021,5,25,739,K2,COYE,145,1,1,1,K2_1_2021,A-N,K2.2021,K2,1,75,100,6,220,A-N
Kankakee,2021,5,25,655,K56,FISP,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,50,75,6,136,A-N
Kankakee,2021,5,25,655,K56,DICK,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,50,75,6,136,A-N
Kankakee,2021,5,25,655,K56,FISP,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,75,100,6,136,A-N
Kankakee,2021,5,25,623,K47,COYE,145,1,1,0,K47_1_2021,A-N,K47.2021,K47,1,0,50,6,104,A-N
Kankakee,2021,5,25,639,K57,DICK,145,1,1,0,K57_1_2021,A-N,K57.2021,K57,1,0,50,6,120,A-N
Kankakee,2021,5,25,759,K5,DICK,145,1,1,0,K5_1_2021,A-N,K5.2021,K5,1,50,75,6,240,A-N
Kankakee,2021,5,25,739,K2,COYE,145,1,1,1,K2_1_2021,A-N,K2.2021,K2,1,75,100,6,220,A-N
Kankakee,2021,5,25,623,K47,FISP,145,1,1,0,K47_1_2021,A-N,K47.2021,K47,1,0,50,6,104,A-N
Kankakee,2021,5,25,739,K2,DICK,145,1,1,1,K2_1_2021,A-N,K2.2021,K2,1,50,75,6,220,A-N
Kankakee,2021,5,25,623,K47,RWBL,145,1,1,0,K47_1_2021,A-N,K47.2021,K47,1,0,50,6,104,A-N
Kankakee,2021,5,25,739,K2,DICK,145,1,1,1,K2_1_2021,A-N,K2.2021,K2,1,75,100,6,220,A-N
Kankakee,2021,5,25,655,K56,EAME,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,75,100,6,136,A-N
Kankakee,2021,5,25,655,K56,DICK,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,75,100,6,136,A-N
Kankakee,2021,5,25,655,K56,DICK,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,50,75,6,136,A-N
Kankakee,2021,5,25,717,K55,HESP,145,1,1,0,K55_1_2021,A-N,K55.2021,K55,1,50,75,4,198,A-N
Kankakee,2021,5,25,623,K47,COYE,145,1,1,0,K47_1_2021,A-N,K47.2021,K47,1,0,50,6,104,A-N
Kankakee,2021,5,25,844,K24,COYE,145,1,1,1,K24_1_2021,A-N,K24.2021,K24,1,50,75,6,325,A-N
Kankakee,2021,5,25,759,K5,HESP,145,1,1,0,K5_1_2021,A-N,K5.2021,K5,1,75,100,6,240,A-N
Kankakee,2021,5,25,639,K57,DICK,145,1,1,0,K57_1_2021,A-N,K57.2021,K57,1,0,50,6,120,A-N
Kankakee,2021,5,25,654,K56,HESP,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,50,75,6,135,A-N
Kankakee,2021,5,25,759,K5,DICK,145,1,1,0,K5_1_2021,A-N,K5.2021,K5,1,50,75,6,240,A-N
Kankakee,2021,5,25,654,K56,NOBO,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,75,100,6,135,A-N
Kankakee,2021,5,25,844,K24,SOSP,145,1,1,1,K24_1_2021,A-N,K24.2021,K24,1,75,100,6,325,A-N
Kankakee,2021,5,25,654,K56,HESP,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,50,75,6,135,A-N
Kankakee,2021,5,25,826,K23,NOBO,145,1,1,1,K23_1_2021,A-N,K23.2021,K23,1,75,100,6,307,A-N
Kankakee,2021,5,25,826,K23,EAKI,145,1,1,1,K23_1_2021,A-N,K23.2021,K23,1,50,75,6,307,A-N
Kankakee,2021,5,25,654,K56,RNPH,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,75,100,6,135,A-N
Kankakee,2021,5,25,717,K55,HESP,145,1,1,0,K55_1_2021,A-N,K55.2021,K55,1,0,50,4,198,A-N
Kankakee,2021,5,25,717,K55,HESP,145,1,1,0,K55_1_2021,A-N,K55.2021,K55,1,75,100,4,198,A-N
Kankakee,2021,5,25,717,K55,NOBO,145,1,1,0,K55_1_2021,A-N,K55.2021,K55,1,75,100,4,198,A-N
Kankakee,2021,5,25,844,K24,COYE,145,1,1,1,K24_1_2021,A-N,K24.2021,K24,1,0,50,6,325,A-N
Kankakee,2021,5,25,844,K24,COYE,145,1,1,1,K24_1_2021,A-N,K24.2021,K24,1,75,100,6,325,A-N
Kankakee,2021,5,25,654,K56,COYE,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,75,100,6,135,A-N
Kankakee,2021,5,25,654,K56,HESP,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,0,50,6,135,A-N
Kankakee,2021,5,25,759,K5,HESP,145,1,1,0,K5_1_2021,A-N,K5.2021,K5,1,50,75,6,240,A-N
Kankakee,2021,5,25,826,K23,DICK,145,1,1,1,K23_1_2021,A-N,K23.2021,K23,1,50,75,6,307,A-N
Kankakee,2021,5,25,654,K56,HESP,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,50,75,6,135,A-N
Kankakee,2021,5,25,826,K23,EAKI,145,1,1,1,K23_1_2021,A-N,K23.2021,K23,1,50,75,6,307,A-N
Kankakee,2021,5,25,739,K2,RWBL,145,1,1,1,K2_1_2021,A-N,K2.2021,K2,1,75,100,6,220,A-N
Kankakee,2021,5,25,712,K55,RWBL,145,1,1,0,K55_1_2021,A-N,K55.2021,K55,1,75,100,4,193,A-N
Kankakee,2021,5,25,712,K55,DICK,145,1,1,0,K55_1_2021,A-N,K55.2021,K55,1,75,100,4,193,A-N
Kankakee,2021,5,25,655,K56,BHCO,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,75,100,6,136,A-N
Kankakee,2021,5,25,639,K57,HESP,145,1,1,0,K57_1_2021,A-N,K57.2021,K57,1,50,75,6,120,A-N
Kankakee,2021,5,25,639,K57,HESP,145,1,1,0,K57_1_2021,A-N,K57.2021,K57,1,50,75,6,120,A-N
Kankakee,2021,5,25,759,K5,COYE,145,1,1,0,K5_1_2021,A-N,K5.2021,K5,1,75,100,6,240,A-N
Kankakee,2021,5,25,759,K5,SOSP,145,1,1,0,K5_1_2021,A-N,K5.2021,K5,1,75,100,6,240,A-N
Kankakee,2021,5,25,654,K56,COYE,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,75,100,6,135,A-N
Kankakee,2021,5,25,759,K5,COYE,145,1,1,0,K5_1_2021,A-N,K5.2021,K5,1,0,50,6,240,A-N
Kankakee,2021,5,25,639,K57,DICK,145,1,1,0,K57_1_2021,A-N,K57.2021,K57,1,50,75,6,120,A-N
Kankakee,2021,5,25,759,K5,EAME,145,1,1,0,K5_1_2021,A-N,K5.2021,K5,1,50,75,6,240,A-N
Kankakee,2021,5,25,623,K47,RWBL,145,1,1,0,K47_1_2021,A-N,K47.2021,K47,1,0,50,6,104,A-N
Kankakee,2021,5,25,654,K56,RBWO,145,1,1,0,K56_1_2021,A-N,K56.2021,K56,1,75,100,6,135,A-N
Kankakee,2021,5,25,639,K57,DICK,145,1,1,0,K57_1_2021,A-N,K57.2021,K57,1,75,100,6,120,A-N
Kankakee,2021,5,25,639,K57,YEWA,145,1,1,0,K57_1_2021,A-N,K57.2021,K57,1,75,100,6,120,A-N
Kankakee,2021,5,25,639,K57,HESP,145,1,1,0,K57_1_2021,A-N,K57.2021,K57,1,50,75,6,120,A-N
Kankakee,2021,5,25,844,K24,AMRO,145,1,1,1,K24_1_2021,A-N,K24.2021,K24,1,75,100,6,325,A-N
Kankakee,2021,5,25,844,K24,RNPH,145,1,1,1,K24_1_2021,A-N,K24.2021,K24,1,50,75,6,325,A-N
Kankakee,2021,5,25,826,K23,EAME,145,1,1,1,K23_1_2021,A-N,K23.2021,K23,1,50,75,6,307,A-N
Kankakee,2021,5,25,844,K24,RWBL,145,1,1,1,K24_1_2021,A-N,K24.2021,K24,1,75,100,6,325,A-N
Kankakee,2021,5,25,759,K5,HESP,145,1,1,0,K5_1_2021,A-N,K5.2021,K5,1,0,50,6,240,A-N
Kankakee,2021,5,25,639,K57,YEWA,145,1,1,0,K57_1_2021,A-N,K57.2021,K57,1,75,100,6,120,A-N
Kankakee,2021,5,25,639,K57,RWBL,145,1,1,0,K57_1_2021,A-N,K57.2021,K57,1,75,100,6,120,A-N
Kankakee,2021,5,25,826,K23,COYE,145,1,1,1,K23_1_2021,A-N,K23.2021,K23,1,75,100,6,307,A-N
Kankakee,2021,5,25,844,K24,GRSP,145,1,1,1,K24_1_2021,A-N,K24.2021,K24,1,0,50,6,325,A-N
Kankakee,2021,5,25,712,K55,EAME,145,1,1,0,K55_1_2021,A-N,K55.2021,K55,1,75,100,4,193,A-N
Kankakee,2021,5,25,844,K24,EAME,145,1,1,1,K24_1_2021,A-N,K24.2021,K24,1,75,100,6,325,A-N
Kankakee,2021,5,25,844,K24,RWBL,145,1,1,1,K24_1_2021,A-N,K24.2021,K24,1,75,100,6,325,A-N
Kankakee,2021,5,25,639,K57,COYE,145,1,1,0,K57_1_2021,A-N,K57.2021,K57,1,75,100,6,120,A-N
Kankakee,2021,5,25,759,K5,SOSP,145,1,1,0,K5_1_2021,A-N,K5.2021,K5,1,50,75,6,240,A-N
